user_id,anime_id,rating
786,26,10
786,43,10
786,467,10
786,468,10
786,570,10
786,801,10
786,885,10
786,1034,10
786,1095,10
786,1096,10
786,3089,10
786,9617,10
786,21647,10
786,22135,10
786,23987,10
786,1,9
786,30,9
786,32,9
786,205,9
786,227,9
786,875,9
786,1827,9
786,2001,9
786,2593,9
786,4981,9
786,5630,9
786,5680,9
786,7311,9
786,7791,9
786,10087,9
786,11741,9
786,12189,9
786,13601,9
786,18679,9
786,20057,9
786,23327,9
786,28851,9
786,31646,9
786,33206,9
786,34599,9
786,35180,9
786,36862,9
786,160,8
786,339,8
786,369,8
786,416,8
786,457,8
786,522,8
786,523,8
786,543,8
786,759,8
786,849,8
786,949,8
786,975,8
786,1029,8
786,1524,8
786,1921,8
786,1943,8
786,2154,8
786,2216,8
786,2225,8
786,2596,8
786,2890,8
786,3297,8
786,3701,8
786,4282,8
786,4382,8
786,5081,8
786,6675,8
786,7588,8
786,7785,8
786,8074,8
786,9260,8
786,10389,8
786,10798,8
786,16201,8
786,16417,8
786,16662,8
786,17909,8
786,21939,8
786,24687,8
786,24701,8
786,27989,8
786,31757,8
786,31758,8
786,33337,8
786,34537,8
786,35557,8
786,35677,8
786,35838,8
786,39610,8
786,33,7
786,44,7
786,82,7
786,85,7
786,87,7
786,88,7
786,89,7
786,95,7
786,134,7
786,136,7
786,137,7
786,151,7
786,164,7
786,165,7
786,208,7
786,239,7
786,267,7
786,268,7
786,285,7
786,323,7
786,329,7
786,387,7
786,405,7
786,437,7
786,464,7
786,474,7
786,477,7
786,578,7
786,585,7
786,593,7
786,658,7
786,889,7
786,934,7
786,962,7
786,1002,7
786,1089,7
786,1142,7
786,1177,7
786,1288,7
786,1301,7
786,1441,7
786,1462,7
786,1519,7
786,1535,7
786,1566,7
786,1887,7
786,1951,7
786,1981,7
786,2000,7
786,2164,7
786,2167,7
786,2251,7
786,2321,7
786,2563,7
786,2605,7
786,2924,7
786,3002,7
786,3228,7
786,3363,7
786,3782,7
786,3783,7
786,4181,7
786,4280,7
786,4639,7
786,4672,7
786,4772,7
786,4876,7
786,5040,7
786,5204,7
786,5205,7
786,5681,7
786,6377,7
786,6594,7
786,6746,7
786,6802,7
786,6862,7
786,7193,7
786,7711,7
786,7724,7
786,8795,7
786,8934,7
786,9253,7
786,9289,7
786,9379,7
786,9734,7
786,9756,7
786,9941,7
786,10083,7
786,10162,7
786,10165,7
786,10218,7
786,10271,7
786,10638,7
786,10721,7
786,10937,7
786,11061,7
786,11531,7
